Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;1.072.078
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;515.869
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;1.088.552
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;24.920
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;142.640
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;297.514
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;423.711
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;209.542
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;895.279
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;826.610
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;737.017
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2010;1.225.493
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2009;3.215.582
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2008;2.961.868
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2021;169.443.906
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2020;94.480.169
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2019;68.496.370
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2018;56.922.564
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2017;141.660.402
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2016;244.965.355
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2015;168.622.355
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2014;127.766.139
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2013;67.511.083
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2012;81.213.824
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2011;88.346.525
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2010;69.616.345
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2009;145.587.142
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2008;237.086.825
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2021;314.758.489
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2020;207.108.891
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2019;231.960.030
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2018;181.388.193
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2017;292.995.093
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2016;389.565.963
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2015;291.989.941
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2014;247.456.203
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2013;220.159.038
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2012;265.458.231
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2011;287.485.959
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2010;314.106.523
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2009;459.568.741
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Total;Total actividades;2008;686.682.986
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2021;268.800
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2020;148.663
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2019;307.991
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2018;77.684
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2017;789.694
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2016;12.254
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2015;202.910
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2014;600
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2013;230.660
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2012;91.901
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2011;320.182
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2010;1.424.766
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2009;494.605
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;B. Industrias extractivas;2008;3.332.156
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2021;53.946.753
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2020;44.752.964
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2019;57.442.247
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2018;42.490.008
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2017;55.379.364
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2016;64.126.292
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2015;51.336.197
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2014;26.588.478
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2013;34.844.819
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2012;43.270.501
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2011;49.953.242
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2010;77.432.057
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2009;107.954.970
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C. Industria manufacturera;2008;179.306.288
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2021;14.311.136
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2020;1.463.704
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2019;1.082.718
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2018;2.735.775
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2017;5.160.520
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2016;4.465.463
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2015;2.400.946
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2014;2.253.841
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2013;1.319.351
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2012;5.040.314
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2011;3.500.612
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2010;8.514.703
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2009;2.483.766
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2008;2.872.136
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2021;682.657
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2020;162.234
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2019;63.420
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2018;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2017;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2016;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2015;818.306
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2014;159.783
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2013;242.846
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2012;7.457
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2011;381.078
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2010;6.250
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2009;500.209
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2008;588.335
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2021;1.918.833
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2020;190.556
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2019;4.253.035
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2018;1.740.854
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2017;223.255
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2016;715.170
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2015;1.687.588
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2014;2.975
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2013;0
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2012;335.387
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2011;1.647
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2010;44.978
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2009;2.026.852
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C16. Industria de la madera y del corcho;2008;1.309.317
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2021;1.686.749
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2020;1.489.558
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2019;8.899.645
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2018;815.663
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2017;2.871.759
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2016;8.323.337
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2015;796.699
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2014;334.698
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2013;347.507
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2012;209.381
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2011;922.137
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2010;2.166.312
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2009;16.619.865
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2008;13.732.748
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2021;8.973.779
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2020;12.031.063
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2019;8.919.490
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2018;17.099.129
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2017;15.097.596
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2016;17.046.442
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2015;14.518.542
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2014;9.933.345
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2013;13.641.910
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2012;14.535.522
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2011;10.087.164
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2010;8.524.275
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2009;11.757.985
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C19. Coquerías y refino de petróleo;2008;16.907.373
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2021;13.273.217
INVERSIÓN EN EQUIPOS E INSTALACIONES INDEPENDIENTES;Protección del aire y el clima;C20-21. Industria química y farmacéutica;2020;10.322.854
