Tipo de equipo e instalación;Ámbito medioambiental;Agrupación de actividad económica;periodo;Total
INVERSIÓN TOTAL;Total;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2009;121.883.811
INVERSIÓN TOTAL;Total;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2008;118.719.458
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2021;11.458.733
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2020;5.006.485
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2019;5.488.825
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2018;3.815.175
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2017;1.996.762
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2016;2.545.479
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2015;4.698.348
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2014;1.730.321
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2013;1.843.057
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2012;2.072.206
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2011;3.509.454
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2010;4.444.036
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2009;4.935.078
INVERSIÓN TOTAL;Total;C13-14-15. Industria textil de la confección del cuero y del calzado;2008;9.544.479
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2021;27.579.181
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2020;12.641.001
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2019;12.220.400
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2018;7.064.298
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2017;3.710.524
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2016;3.614.458
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2015;5.978.242
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2014;1.742.826
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2013;1.222.691
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2012;1.392.526
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2011;3.084.604
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2010;1.833.606
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2009;9.127.204
INVERSIÓN TOTAL;Total;C16. Industria de la madera y del corcho;2008;13.932.895
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2021;52.407.654
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2020;36.124.139
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2019;55.838.011
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2018;25.159.993
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2017;38.319.351
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2016;24.434.559
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2015;21.134.250
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2014;30.646.996
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2013;50.716.441
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2012;32.828.160
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2011;23.567.544
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2010;32.581.375
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2009;51.547.507
INVERSIÓN TOTAL;Total;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2008;50.067.061
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2021;58.666.056
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2020;89.185.396
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2019;103.219.878
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2018;117.006.116
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2017;89.700.199
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2016;85.049.036
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2015;97.182.972
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2014;98.364.106
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2013;118.840.357
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2012;147.792.835
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2011;117.350.477
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2010;122.825.548
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2009;155.653.062
INVERSIÓN TOTAL;Total;C19. Coquerías y refino de petróleo;2008;111.156.977
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2021;134.382.113
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2020;113.389.710
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2019;86.675.494
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2018;116.247.320
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2017;82.424.250
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2016;70.243.717
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2015;62.169.985
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2014;57.050.490
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2013;79.435.476
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2012;90.393.059
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2011;122.537.177
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2010;100.366.609
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2009;127.586.528
INVERSIÓN TOTAL;Total;C20-21. Industria química y farmacéutica;2008;134.234.687
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2021;47.345.200
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2020;29.611.404
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2019;29.092.377
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2018;17.941.941
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2017;20.431.147
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2016;16.267.646
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2015;10.512.661
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2014;18.825.202
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2013;21.234.018
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2012;16.446.455
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2011;21.254.581
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2010;28.707.851
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2009;27.216.527
INVERSIÓN TOTAL;Total;C22. Fabricación de productos de caucho y plásticos;2008;42.529.553
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2021;51.324.384
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2020;32.624.893
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2019;38.128.755
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2018;21.314.989
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2017;22.975.324
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2016;22.752.079
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2015;12.838.148
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2014;11.008.020
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2013;19.163.547
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2012;29.915.531
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2011;43.093.443
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2010;74.596.804
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2009;75.611.345
INVERSIÓN TOTAL;Total;C23. Fabricación de otros productos minerales no metálicos;2008;146.374.537
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2021;74.415.770
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2020;54.589.889
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2019;86.443.760
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2018;83.567.150
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2017;51.220.747
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2016;49.199.901
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2015;68.454.364
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2014;88.550.858
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2013;71.350.120
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2012;56.952.863
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2011;50.696.808
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2010;90.630.132
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2009;97.894.299
INVERSIÓN TOTAL;Total;C24-25. Metalurgia y fabricación de productos metálicos;2008;180.698.107
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2021;10.377.388
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2020;6.107.529
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2019;4.749.606
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2018;7.555.143
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2017;4.859.838
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2016;4.935.887
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2015;5.616.643
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2014;3.893.834
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2013;4.381.037
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2012;5.212.618
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2011;8.062.679
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2010;11.336.922
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2009;15.841.920
INVERSIÓN TOTAL;Total;C26-27. Fabricación de productos informáticos electrónicos ópticos y eléctricos;2008;20.172.405
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2021;4.126.866
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2020;2.051.701
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2019;3.183.188
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2018;2.645.177
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2017;1.802.670
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2016;1.594.927
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2015;1.756.316
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2014;1.158.190
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2013;1.805.216
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2012;3.573.996
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2011;4.417.960
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2010;8.835.689
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2009;11.866.338
INVERSIÓN TOTAL;Total;C28. Fabricación de maquinaria y equipo;2008;12.432.352
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2021;38.947.301
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2020;31.528.832
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2019;41.393.497
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2018;29.200.741
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2017;19.196.115
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2016;23.753.923
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2015;17.942.320
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2014;16.847.796
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2013;20.954.221
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2012;16.775.792
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2011;15.414.422
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2010;25.498.355
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2009;53.735.964
INVERSIÓN TOTAL;Total;C29-30. Fabricación de material de transporte;2008;66.862.507
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2021;4.474.565
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2020;3.110.206
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2019;5.463.527
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2018;3.787.296
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2017;2.199.762
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2016;1.615.676
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2015;1.377.927
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2014;4.257.068
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2013;2.866.672
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2012;2.364.675
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2011;3.963.526
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2010;7.126.675
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2009;10.320.839
INVERSIÓN TOTAL;Total;C31-32-33. Otras industrias manufactureras (mueble reparación e instalación...);2008;11.215.784
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2021;237.773.568
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2020;127.103.539
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2019;178.600.057
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2018;112.272.556
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2017;196.445.846
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2016;276.774.564
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2015;189.578.166
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2014;145.776.929
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2013;94.657.408
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2012;126.032.220
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2011;163.845.509
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2010;130.940.537
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2009;272.103.854
INVERSIÓN TOTAL;Total;D. Suministro de energía eléctrica gas vapor y aire acondicionado;2008;567.234.554
INVERSIÓN TOTAL;Total;Total actividades;2021;905.450.137
INVERSIÓN TOTAL;Total;Total actividades;2020;613.830.529
INVERSIÓN TOTAL;Total;Total actividades;2019;736.678.289
INVERSIÓN TOTAL;Total;Total actividades;2018;619.556.406
INVERSIÓN TOTAL;Total;Total actividades;2017;599.647.020
INVERSIÓN TOTAL;Total;Total actividades;2016;638.410.585
INVERSIÓN TOTAL;Total;Total actividades;2015;547.121.862
INVERSIÓN TOTAL;Total;Total actividades;2014;554.282.095
INVERSIÓN TOTAL;Total;Total actividades;2013;556.118.279
INVERSIÓN TOTAL;Total;Total actividades;2012;624.045.715
INVERSIÓN TOTAL;Total;Total actividades;2011;684.099.385
INVERSIÓN TOTAL;Total;Total actividades;2010;764.944.964
INVERSIÓN TOTAL;Total;Total actividades;2009;1.065.942.887
INVERSIÓN TOTAL;Total;Total actividades;2008;1.533.797.410
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2021;2.092.623
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2020;656.569
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2019;1.566.011
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2018;140.803
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2017;1.498.618
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2016;577.798
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2015;1.438.094
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2014;273.954
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2013;774.889
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2012;490.684
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2011;4.118.940
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2010;4.206.268
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2009;3.990.457
INVERSIÓN TOTAL;Protección del aire y el clima;B. Industrias extractivas;2008;4.742.162
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2021;366.428.005
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2020;294.780.394
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2019;347.293.320
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2018;321.310.696
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2017;232.499.211
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2016;217.196.779
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2015;205.968.385
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2014;217.398.287
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2013;249.019.342
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2012;222.169.418
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2011;205.584.461
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2010;292.730.775
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2009;375.843.866
INVERSIÓN TOTAL;Protección del aire y el clima;C. Industria manufacturera;2008;428.529.300
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2021;82.841.720
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2020;35.558.669
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2019;31.917.039
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2018;29.470.513
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2017;19.470.264
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2016;21.571.680
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2015;16.747.495
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2014;22.904.927
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2013;22.683.949
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2012;20.154.634
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2011;14.710.537
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2010;23.351.731
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2009;22.430.838
INVERSIÓN TOTAL;Protección del aire y el clima;C10-11-12. Industria de la alimentaci.on bebidas y tabaco;2008;24.231.715
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2021;4.298.240
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2020;2.322.488
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2019;2.592.996
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2018;2.859.107
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2017;556.992
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2016;1.001.041
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2015;1.093.504
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2014;583.839
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2013;350.226
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2012;131.072
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2011;496.474
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2010;1.078.739
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2009;1.449.577
INVERSIÓN TOTAL;Protección del aire y el clima;C13-14-15. Industria textil de la confección del cuero y del calzado;2008;896.389
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2021;16.352.644
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2020;9.037.202
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2019;10.435.175
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2018;1.958.985
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2017;2.258.652
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2016;1.489.347
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2015;2.263.533
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2014;324.868
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2013;185.762
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2012;448.815
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2011;2.015.342
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2010;397.879
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2009;3.575.049
INVERSIÓN TOTAL;Protección del aire y el clima;C16. Industria de la madera y del corcho;2008;5.269.818
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2021;17.357.072
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2020;23.043.445
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2019;32.119.399
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2018;15.183.329
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2017;11.140.936
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2016;14.171.847
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2015;7.860.096
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2014;16.227.525
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2013;19.200.248
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2012;17.513.209
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2011;7.471.505
INVERSIÓN TOTAL;Protección del aire y el clima;C17-18. Industria del papel artes gráficas y reproducción de soportes grabados;2010;8.176.770
