Sectores de actividad económica agregados;Categoría de residuos (CER-Stat) agregada;Peligrosidad;año;Total
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2018;5.693,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2017;6.711,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2016;6.556,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;No peligrosos;2015;7.951,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2021;1.611,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2020;2.652,70
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2019;1.653,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2018;1.551,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2017;2.086,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2016;1.958,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Peligrosos;2015;1.067,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2021;14.412,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2020;11.586,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2019;7.756,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2018;7.244,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2017;8.797,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2016;8.515,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Resto: Otros;Total;2015;9.019,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2021;25.805.556,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2020;21.170.060,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2019;23.241.160,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2018;23.592.935,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2017;20.731.205,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2016;19.585.452,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;No peligrosos;2015;20.988.430,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2021;25.805.556,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2020;21.170.060,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2019;23.241.160,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2018;23.592.935,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2017;20.731.205,60
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2016;19.585.452,10
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total no peligrosos;Total;2015;20.988.430,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;No peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2021;884.217,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2020;771.421,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2019;689.764,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2018;640.477,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2017;594.209,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2016;562.716,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Peligrosos;2015;623.628,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2021;884.217,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2020;771.421,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2019;689.764,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2018;640.477,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2017;594.209,90
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2016;562.716,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;Total peligrosos;Total;2015;623.628,20
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;No peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2021;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2020;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2019;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2018;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2017;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2016;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Peligrosos;2015;..
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2021;26.689.773,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2020;21.941.481,80
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2019;23.930.925,30
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2018;24.233.413,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2017;21.325.415,50
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2016;20.148.168,40
E: Suministro de agua saneamiento gestión de residuos y descontaminación.;TOTAL;Total;2015;21.612.058,70
F: Construcción;(01-03): Químicos;No peligrosos;2021;368,9
F: Construcción;(01-03): Químicos;No peligrosos;2020;625
F: Construcción;(01-03): Químicos;No peligrosos;2019;666,7
F: Construcción;(01-03): Químicos;No peligrosos;2018;2.011,80
F: Construcción;(01-03): Químicos;No peligrosos;2017;1.876,90
F: Construcción;(01-03): Químicos;No peligrosos;2016;357,9
F: Construcción;(01-03): Químicos;No peligrosos;2015;367,7
F: Construcción;(01-03): Químicos;Peligrosos;2021;8.625,00
F: Construcción;(01-03): Químicos;Peligrosos;2020;8.827,10
F: Construcción;(01-03): Químicos;Peligrosos;2019;9.523,20
F: Construcción;(01-03): Químicos;Peligrosos;2018;6.739,90
F: Construcción;(01-03): Químicos;Peligrosos;2017;6.283,70
F: Construcción;(01-03): Químicos;Peligrosos;2016;8.743,10
F: Construcción;(01-03): Químicos;Peligrosos;2015;9.096,20
F: Construcción;(01-03): Químicos;Total;2021;8.993,90
F: Construcción;(01-03): Químicos;Total;2020;9.452,10
F: Construcción;(01-03): Químicos;Total;2019;10.189,90
F: Construcción;(01-03): Químicos;Total;2018;8.751,70
F: Construcción;(01-03): Químicos;Total;2017;8.160,60
F: Construcción;(01-03): Químicos;Total;2016;9.101,00
F: Construcción;(01-03): Químicos;Total;2015;9.463,90
F: Construcción;(06): Metálicos;No peligrosos;2021;83.133,70
F: Construcción;(06): Metálicos;No peligrosos;2020;86.733,60
F: Construcción;(06): Metálicos;No peligrosos;2019;94.039,00
F: Construcción;(06): Metálicos;No peligrosos;2018;74.667,20
F: Construcción;(06): Metálicos;No peligrosos;2017;68.629,20
F: Construcción;(06): Metálicos;No peligrosos;2016;132.661,80
F: Construcción;(06): Metálicos;No peligrosos;2015;132.301,60
F: Construcción;(06): Metálicos;Peligrosos;2021;..
F: Construcción;(06): Metálicos;Peligrosos;2020;..
F: Construcción;(06): Metálicos;Peligrosos;2019;..
F: Construcción;(06): Metálicos;Peligrosos;2018;..
F: Construcción;(06): Metálicos;Peligrosos;2017;..
F: Construcción;(06): Metálicos;Peligrosos;2016;..
F: Construcción;(06): Metálicos;Peligrosos;2015;..
F: Construcción;(06): Metálicos;Total;2021;83.133,70
F: Construcción;(06): Metálicos;Total;2020;86.733,60
F: Construcción;(06): Metálicos;Total;2019;94.039,00
F: Construcción;(06): Metálicos;Total;2018;74.667,20
F: Construcción;(06): Metálicos;Total;2017;68.629,20
F: Construcción;(06): Metálicos;Total;2016;132.661,80
F: Construcción;(06): Metálicos;Total;2015;132.301,60
F: Construcción;(07.1): Vidrio;No peligrosos;2021;4.188,80
F: Construcción;(07.1): Vidrio;No peligrosos;2020;5.572,10
F: Construcción;(07.1): Vidrio;No peligrosos;2019;6.117,40
F: Construcción;(07.1): Vidrio;No peligrosos;2018;8.834,80
F: Construcción;(07.1): Vidrio;No peligrosos;2017;7.963,60
F: Construcción;(07.1): Vidrio;No peligrosos;2016;9.098,40
F: Construcción;(07.1): Vidrio;No peligrosos;2015;8.967,30
F: Construcción;(07.1): Vidrio;Peligrosos;2021;..
F: Construcción;(07.1): Vidrio;Peligrosos;2020;..
F: Construcción;(07.1): Vidrio;Peligrosos;2019;..
F: Construcción;(07.1): Vidrio;Peligrosos;2018;..
F: Construcción;(07.1): Vidrio;Peligrosos;2017;..
F: Construcción;(07.1): Vidrio;Peligrosos;2016;1,5
F: Construcción;(07.1): Vidrio;Peligrosos;2015;1,5
F: Construcción;(07.1): Vidrio;Total;2021;4.188,80
F: Construcción;(07.1): Vidrio;Total;2020;5.572,10
F: Construcción;(07.1): Vidrio;Total;2019;6.117,40
F: Construcción;(07.1): Vidrio;Total;2018;8.834,80
F: Construcción;(07.1): Vidrio;Total;2017;7.963,60
F: Construcción;(07.1): Vidrio;Total;2016;9.099,90
F: Construcción;(07.1): Vidrio;Total;2015;8.968,80
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2021;20.742,00
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2020;45.942,10
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2019;49.821,40
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2018;63.637,00
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2017;57.455,10
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2016;35.327,70
F: Construcción;(07.2): Papel y Cartón;No peligrosos;2015;35.069,50
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2021;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2020;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2019;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2018;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2017;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2016;..
F: Construcción;(07.2): Papel y Cartón;Peligrosos;2015;..
F: Construcción;(07.2): Papel y Cartón;Total;2021;20.742,00
F: Construcción;(07.2): Papel y Cartón;Total;2020;45.942,10
F: Construcción;(07.2): Papel y Cartón;Total;2019;49.821,40
F: Construcción;(07.2): Papel y Cartón;Total;2018;63.637,00
F: Construcción;(07.2): Papel y Cartón;Total;2017;57.455,10
F: Construcción;(07.2): Papel y Cartón;Total;2016;35.327,70
F: Construcción;(07.2): Papel y Cartón;Total;2015;35.069,50
F: Construcción;(07.4): Plásticos;No peligrosos;2021;21.927,90
F: Construcción;(07.4): Plásticos;No peligrosos;2020;22.787,90
F: Construcción;(07.4): Plásticos;No peligrosos;2019;24.746,80
F: Construcción;(07.4): Plásticos;No peligrosos;2018;22.680,00
F: Construcción;(07.4): Plásticos;No peligrosos;2017;20.766,20
F: Construcción;(07.4): Plásticos;No peligrosos;2016;39.685,00
F: Construcción;(07.4): Plásticos;No peligrosos;2015;39.297,60
F: Construcción;(07.4): Plásticos;Peligrosos;2021;..
F: Construcción;(07.4): Plásticos;Peligrosos;2020;..
F: Construcción;(07.4): Plásticos;Peligrosos;2019;..
F: Construcción;(07.4): Plásticos;Peligrosos;2018;..
F: Construcción;(07.4): Plásticos;Peligrosos;2017;..
F: Construcción;(07.4): Plásticos;Peligrosos;2016;..
F: Construcción;(07.4): Plásticos;Peligrosos;2015;..
F: Construcción;(07.4): Plásticos;Total;2021;21.927,90
F: Construcción;(07.4): Plásticos;Total;2020;22.787,90
F: Construcción;(07.4): Plásticos;Total;2019;24.746,80
F: Construcción;(07.4): Plásticos;Total;2018;22.680,00
F: Construcción;(07.4): Plásticos;Total;2017;20.766,20
F: Construcción;(07.4): Plásticos;Total;2016;39.685,00
F: Construcción;(07.4): Plásticos;Total;2015;39.297,60
F: Construcción;(07.5): Madera;No peligrosos;2021;99.548,20
F: Construcción;(07.5): Madera;No peligrosos;2020;65.754,20
F: Construcción;(07.5): Madera;No peligrosos;2019;71.903,60
F: Construcción;(07.5): Madera;No peligrosos;2018;144.109,60
F: Construcción;(07.5): Madera;No peligrosos;2017;130.551,90
F: Construcción;(07.5): Madera;No peligrosos;2016;141.556,70
F: Construcción;(07.5): Madera;No peligrosos;2015;140.327,30
F: Construcción;(07.5): Madera;Peligrosos;2021;9,4
F: Construcción;(07.5): Madera;Peligrosos;2020;3,7
F: Construcción;(07.5): Madera;Peligrosos;2019;3,9
F: Construcción;(07.5): Madera;Peligrosos;2018;..
F: Construcción;(07.5): Madera;Peligrosos;2017;..
F: Construcción;(07.5): Madera;Peligrosos;2016;0,1
F: Construcción;(07.5): Madera;Peligrosos;2015;0,1
F: Construcción;(07.5): Madera;Total;2021;99.557,60
F: Construcción;(07.5): Madera;Total;2020;65.757,90
F: Construcción;(07.5): Madera;Total;2019;71.907,50
F: Construcción;(07.5): Madera;Total;2018;144.109,60
F: Construcción;(07.5): Madera;Total;2017;130.551,90
F: Construcción;(07.5): Madera;Total;2016;141.556,80
F: Construcción;(07.5): Madera;Total;2015;140.327,40
F: Construcción;(08): Equipos desechados;No peligrosos;2021;3.858,10
F: Construcción;(08): Equipos desechados;No peligrosos;2020;7.275,70
F: Construcción;(08): Equipos desechados;No peligrosos;2019;7.680,60
F: Construcción;(08): Equipos desechados;No peligrosos;2018;1.673,40
F: Construcción;(08): Equipos desechados;No peligrosos;2017;1.566,90
F: Construcción;(08): Equipos desechados;No peligrosos;2016;1.453,80
F: Construcción;(08): Equipos desechados;No peligrosos;2015;1.457,90
F: Construcción;(08): Equipos desechados;Peligrosos;2021;5.654,40
F: Construcción;(08): Equipos desechados;Peligrosos;2020;5.406,60
F: Construcción;(08): Equipos desechados;Peligrosos;2019;5.626,90
F: Construcción;(08): Equipos desechados;Peligrosos;2018;3.079,60
F: Construcción;(08): Equipos desechados;Peligrosos;2017;2.888,70
F: Construcción;(08): Equipos desechados;Peligrosos;2016;3.853,90
F: Construcción;(08): Equipos desechados;Peligrosos;2015;3.867,50
F: Construcción;(08): Equipos desechados;Total;2021;9.512,50
F: Construcción;(08): Equipos desechados;Total;2020;12.682,30
F: Construcción;(08): Equipos desechados;Total;2019;13.307,50
F: Construcción;(08): Equipos desechados;Total;2018;4.753,00
F: Construcción;(08): Equipos desechados;Total;2017;4.455,60
F: Construcción;(08): Equipos desechados;Total;2016;5.307,70
F: Construcción;(08): Equipos desechados;Total;2015;5.325,40
F: Construcción;(09): Animales y vegetales;No peligrosos;2021;32.408,20
F: Construcción;(09): Animales y vegetales;No peligrosos;2020;29.265,80
F: Construcción;(09): Animales y vegetales;No peligrosos;2019;31.633,40
F: Construcción;(09): Animales y vegetales;No peligrosos;2018;62.351,30
F: Construcción;(09): Animales y vegetales;No peligrosos;2017;58.569,30
F: Construcción;(09): Animales y vegetales;No peligrosos;2016;12.323,70
F: Construcción;(09): Animales y vegetales;No peligrosos;2015;12.586,20
F: Construcción;(09): Animales y vegetales;Peligrosos;2021;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2020;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2019;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2018;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2017;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2016;..
F: Construcción;(09): Animales y vegetales;Peligrosos;2015;..
F: Construcción;(09): Animales y vegetales;Total;2021;32.408,20
F: Construcción;(09): Animales y vegetales;Total;2020;29.265,80
F: Construcción;(09): Animales y vegetales;Total;2019;31.633,40
F: Construcción;(09): Animales y vegetales;Total;2018;62.351,30
F: Construcción;(09): Animales y vegetales;Total;2017;58.569,30
F: Construcción;(09): Animales y vegetales;Total;2016;12.323,70
F: Construcción;(09): Animales y vegetales;Total;2015;12.586,20
F: Construcción;(10): Residuos mezclados;No peligrosos;2021;42.941,50
F: Construcción;(10): Residuos mezclados;No peligrosos;2020;44.901,60
F: Construcción;(10): Residuos mezclados;No peligrosos;2019;48.735,70
F: Construcción;(10): Residuos mezclados;No peligrosos;2018;35.486,50
F: Construcción;(10): Residuos mezclados;No peligrosos;2017;33.333,20
F: Construcción;(10): Residuos mezclados;No peligrosos;2016;27.333,30
F: Construcción;(10): Residuos mezclados;No peligrosos;2015;28.145,00
F: Construcción;(10): Residuos mezclados;Peligrosos;2021;41,4
F: Construcción;(10): Residuos mezclados;Peligrosos;2020;38,5
F: Construcción;(10): Residuos mezclados;Peligrosos;2019;41,6
F: Construcción;(10): Residuos mezclados;Peligrosos;2018;21,4
F: Construcción;(10): Residuos mezclados;Peligrosos;2017;19,7
F: Construcción;(10): Residuos mezclados;Peligrosos;2016;81
F: Construcción;(10): Residuos mezclados;Peligrosos;2015;81,7
F: Construcción;(10): Residuos mezclados;Total;2021;42.982,90
F: Construcción;(10): Residuos mezclados;Total;2020;44.940,10
F: Construcción;(10): Residuos mezclados;Total;2019;48.777,30
F: Construcción;(10): Residuos mezclados;Total;2018;35.507,90
F: Construcción;(10): Residuos mezclados;Total;2017;33.352,90
F: Construcción;(10): Residuos mezclados;Total;2016;27.414,30
F: Construcción;(10): Residuos mezclados;Total;2015;28.226,70
F: Construcción;(11): Lodos comunes;No peligrosos;2021;6.353,80
F: Construcción;(11): Lodos comunes;No peligrosos;2020;2.873,80
F: Construcción;(11): Lodos comunes;No peligrosos;2019;3.122,20
F: Construcción;(11): Lodos comunes;No peligrosos;2018;4.184,40
F: Construcción;(11): Lodos comunes;No peligrosos;2017;3.919,30
F: Construcción;(11): Lodos comunes;No peligrosos;2016;2.056,50
F: Construcción;(11): Lodos comunes;No peligrosos;2015;2.145,00
F: Construcción;(11): Lodos comunes;Peligrosos;2021;..
F: Construcción;(11): Lodos comunes;Peligrosos;2020;..
F: Construcción;(11): Lodos comunes;Peligrosos;2019;..
F: Construcción;(11): Lodos comunes;Peligrosos;2018;..
F: Construcción;(11): Lodos comunes;Peligrosos;2017;..
F: Construcción;(11): Lodos comunes;Peligrosos;2016;..
F: Construcción;(11): Lodos comunes;Peligrosos;2015;..
F: Construcción;(11): Lodos comunes;Total;2021;6.353,80
F: Construcción;(11): Lodos comunes;Total;2020;2.873,80
F: Construcción;(11): Lodos comunes;Total;2019;3.122,20
F: Construcción;(11): Lodos comunes;Total;2018;4.184,40
F: Construcción;(11): Lodos comunes;Total;2017;3.919,30
F: Construcción;(11): Lodos comunes;Total;2016;2.056,50
F: Construcción;(11): Lodos comunes;Total;2015;2.145,00
F: Construcción;(12-13): Minerales;No peligrosos;2021;36.531.038,00
F: Construcción;(12-13): Minerales;No peligrosos;2020;32.144.108,30
F: Construcción;(12-13): Minerales;No peligrosos;2019;34.612.541,20
F: Construcción;(12-13): Minerales;No peligrosos;2018;37.598.398,20
F: Construcción;(12-13): Minerales;No peligrosos;2017;34.909.683,10
F: Construcción;(12-13): Minerales;No peligrosos;2016;35.346.540,30
F: Construcción;(12-13): Minerales;No peligrosos;2015;35.566.729,70
F: Construcción;(12-13): Minerales;Peligrosos;2021;202.737,50
F: Construcción;(12-13): Minerales;Peligrosos;2020;70.468,70
F: Construcción;(12-13): Minerales;Peligrosos;2019;75.465,10
F: Construcción;(12-13): Minerales;Peligrosos;2018;46.463,40
F: Construcción;(12-13): Minerales;Peligrosos;2017;42.065,60
F: Construcción;(12-13): Minerales;Peligrosos;2016;66.393,90
F: Construcción;(12-13): Minerales;Peligrosos;2015;65.568,20
F: Construcción;(12-13): Minerales;Total;2021;36.733.775,50
F: Construcción;(12-13): Minerales;Total;2020;32.214.577,00
F: Construcción;(12-13): Minerales;Total;2019;34.688.006,30
F: Construcción;(12-13): Minerales;Total;2018;37.644.861,60
F: Construcción;(12-13): Minerales;Total;2017;34.951.748,70
F: Construcción;(12-13): Minerales;Total;2016;35.412.934,20
F: Construcción;(12-13): Minerales;Total;2015;35.632.297,90
F: Construcción;Resto: Otros;No peligrosos;2021;601,5
F: Construcción;Resto: Otros;No peligrosos;2020;1.983,20
F: Construcción;Resto: Otros;No peligrosos;2019;2.131,30
F: Construcción;Resto: Otros;No peligrosos;2018;1.627,50
F: Construcción;Resto: Otros;No peligrosos;2017;1.523,80
F: Construcción;Resto: Otros;No peligrosos;2016;450,2
F: Construcción;Resto: Otros;No peligrosos;2015;473,5
F: Construcción;Resto: Otros;Peligrosos;2021;60,3
F: Construcción;Resto: Otros;Peligrosos;2020;4,6
F: Construcción;Resto: Otros;Peligrosos;2019;4,9
F: Construcción;Resto: Otros;Peligrosos;2018;20,8
F: Construcción;Resto: Otros;Peligrosos;2017;18,8
F: Construcción;Resto: Otros;Peligrosos;2016;3,7
F: Construcción;Resto: Otros;Peligrosos;2015;3,9
F: Construcción;Resto: Otros;Total;2021;661,8
F: Construcción;Resto: Otros;Total;2020;1.987,80
F: Construcción;Resto: Otros;Total;2019;2.136,20
F: Construcción;Resto: Otros;Total;2018;1.648,30
F: Construcción;Resto: Otros;Total;2017;1.542,60
F: Construcción;Resto: Otros;Total;2016;453,9
F: Construcción;Resto: Otros;Total;2015;477,4
F: Construcción;Total no peligrosos;No peligrosos;2021;36.847.110,60
F: Construcción;Total no peligrosos;No peligrosos;2020;32.457.823,30
F: Construcción;Total no peligrosos;No peligrosos;2019;34.953.139,30
F: Construcción;Total no peligrosos;No peligrosos;2018;38.019.661,70
F: Construcción;Total no peligrosos;No peligrosos;2017;35.295.838,50
F: Construcción;Total no peligrosos;No peligrosos;2016;35.748.845,30
F: Construcción;Total no peligrosos;No peligrosos;2015;35.967.868,30
F: Construcción;Total no peligrosos;Peligrosos;2021;..
F: Construcción;Total no peligrosos;Peligrosos;2020;..
F: Construcción;Total no peligrosos;Peligrosos;2019;..
F: Construcción;Total no peligrosos;Peligrosos;2018;..
F: Construcción;Total no peligrosos;Peligrosos;2017;..
F: Construcción;Total no peligrosos;Peligrosos;2016;..
F: Construcción;Total no peligrosos;Peligrosos;2015;..
F: Construcción;Total no peligrosos;Total;2021;36.847.110,60
F: Construcción;Total no peligrosos;Total;2020;32.457.823,30
F: Construcción;Total no peligrosos;Total;2019;34.953.139,30
F: Construcción;Total no peligrosos;Total;2018;38.019.661,70
F: Construcción;Total no peligrosos;Total;2017;35.295.838,50
F: Construcción;Total no peligrosos;Total;2016;35.748.845,30
F: Construcción;Total no peligrosos;Total;2015;35.967.868,30
F: Construcción;Total peligrosos;No peligrosos;2021;..
F: Construcción;Total peligrosos;No peligrosos;2020;..
F: Construcción;Total peligrosos;No peligrosos;2019;..
F: Construcción;Total peligrosos;No peligrosos;2018;..
F: Construcción;Total peligrosos;No peligrosos;2017;..
F: Construcción;Total peligrosos;No peligrosos;2016;..
F: Construcción;Total peligrosos;No peligrosos;2015;..
F: Construcción;Total peligrosos;Peligrosos;2021;217.128,00
F: Construcción;Total peligrosos;Peligrosos;2020;84.749,20
F: Construcción;Total peligrosos;Peligrosos;2019;90.665,60
F: Construcción;Total peligrosos;Peligrosos;2018;56.325,10
F: Construcción;Total peligrosos;Peligrosos;2017;51.276,50
F: Construcción;Total peligrosos;Peligrosos;2016;79.077,20
F: Construcción;Total peligrosos;Peligrosos;2015;78.619,10
F: Construcción;Total peligrosos;Total;2021;217.128,00
F: Construcción;Total peligrosos;Total;2020;84.749,20
F: Construcción;Total peligrosos;Total;2019;90.665,60
F: Construcción;Total peligrosos;Total;2018;56.325,10
F: Construcción;Total peligrosos;Total;2017;51.276,50
F: Construcción;Total peligrosos;Total;2016;79.077,20
F: Construcción;Total peligrosos;Total;2015;78.619,10
F: Construcción;TOTAL;No peligrosos;2021;..
F: Construcción;TOTAL;No peligrosos;2020;..
F: Construcción;TOTAL;No peligrosos;2019;..
F: Construcción;TOTAL;No peligrosos;2018;..
F: Construcción;TOTAL;No peligrosos;2017;..
F: Construcción;TOTAL;No peligrosos;2016;..
F: Construcción;TOTAL;No peligrosos;2015;..
F: Construcción;TOTAL;Peligrosos;2021;..
F: Construcción;TOTAL;Peligrosos;2020;..
F: Construcción;TOTAL;Peligrosos;2019;..
F: Construcción;TOTAL;Peligrosos;2018;..
F: Construcción;TOTAL;Peligrosos;2017;..
F: Construcción;TOTAL;Peligrosos;2016;..
F: Construcción;TOTAL;Peligrosos;2015;..
F: Construcción;TOTAL;Total;2021;37.064.238,60
F: Construcción;TOTAL;Total;2020;32.542.572,50
F: Construcción;TOTAL;Total;2019;35.043.804,90
F: Construcción;TOTAL;Total;2018;38.075.986,80
F: Construcción;TOTAL;Total;2017;35.347.115,00
F: Construcción;TOTAL;Total;2016;35.827.922,50
F: Construcción;TOTAL;Total;2015;36.046.487,40
G-U: Servicios;(01-03): Químicos;No peligrosos;2021;7.458,90
G-U: Servicios;(01-03): Químicos;No peligrosos;2020;8.909,70
G-U: Servicios;(01-03): Químicos;No peligrosos;2019;9.734,70
G-U: Servicios;(01-03): Químicos;No peligrosos;2018;8.387,70
